Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500770,Tata Chemicals Ltd,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10,INE092A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
500777,Tamilnadu Petroproducts Ltd,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10,INE148A01019,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
500780,Zuari Industries Limited,ZUARIIND,Zuari Industries Ltd,Active,B ,10,INE217A01012,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
500790,Nestle India Ltd.,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10,INE239A01016,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
500793,"Cadbury India Ltd.,",CADBRDM,CADBURY INDIA LTD.,Delisted,B ,10,INE184A01014, ,Equity,-,-,-,-
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1,INE192A01025,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
500820,Asian Paints Ltd.,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1,INE021A01026,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
500825,"Britannia Industries Ltd.,",BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,1,INE216A01030,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1,INE259A01022,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
500840,EIH Ltd,EIHOTEL,EIH LTD.,Active,A ,2,INE230A01023,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500850,Indian Hotels Co. Ltd,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1,INE053A01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
500870,Castrol India Ltd,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5,INE172A01027,Lubricants,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
500873,Kochi Refineries Ltd,KOCHIREF,KOCHI REFINERIES LTD.,Delisted,B ,10,INE123A01012, ,Equity,-,-,-,-
500875,ITC Ltd,ITC,ITC LTD.,Active,A ,1,INE154A01025,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1,INE438A01022,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Active,A ,10,INE482A01020,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500888,"Jai Prakash Industries Ltd.,",JAIPRAKASH,JAI PRAKASH INDUSTRIES LTD.,Delisted,B ,10,INE575A01013, ,Equity,-,-,-,-
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Active,T ,10,INE832A01018,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
500900,Sterlite Industries (India) Ltd,STERLITEIND,STERLITE INDUSTRIES (INDIA) LTD.,Delisted,A ,1,INE268A01049, ,Equity,-,-,-,-
500940,Finolex Industries Ltd.,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,2,INE183A01024,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
500945,Value Industries Limited,VALUEIND,VALUE INDUSTRIES LTD.,Suspended,Z ,10,INE352A01017,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
500947,"Videocon International Ltd.,",VIDEOCONINT,VIDEOCON INTERNATIONAL LTD.,Delisted,B ,10,INE341A01010, ,Equity,-,-,-,-
500950,"Wimco Ltd.,",WIMCO,WIMCO LTD.,Delisted,T ,1,INE333A01025, ,Equity,-,-,-,-
500960,SBI Magnum Multiplier Scheme 1990,SBIMG90-B,SBIMG90-B,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
500999,Mastershares - 86,MSTRSDM,MASTERSHARES-86,Delisted,B ,10,INF189A01038, ,Equity,-,-,-,-
501061,"State Bank of Bikaner & Jaipur,",SBBJ,STATE BANK OF BIKANER & JAIPUR,Delisted,B ,10,INE648A01026, ,Equity,-,-,-,-
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10,INE371U01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,Active,XT,10,INE598F01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
501115,"Mipco Investments Ltd.,",ZMIPCOIN,MIPCO INVESTMENTS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501125,"Oceanic Investments Ltd.,",ZOCEAINV,OCEANIC INVESTMENTS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501144,"Peoples Investments Ltd.,",PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,XT,10,INE644U01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501146,"Bhavi Investments Ltd.,",ZBHAVIIN,BHAVI INVESTMENTS LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501148,"Dalal Street Investments Ltd.,",DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10,INE422D01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
501150,Centrum Capital Limited,CENTRUM,CENTRUM CAPITAL LTD.,Active,B ,1,INE660C01027,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
501151,"Kartik Investments Trust Ltd.,",KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,XT,10,INE524U01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
501154,"Rose Investments Ltd.,",ROSEI,ROSE INVESTMENTS LTD.,Delisted,P ,10,INE383D01016, ,Equity,-,-,-,-
501156,"Essar Investments Ltd.,",ESSRINV,ESSAR INVESTMENTS LTD.,Suspended,Y ,10,NA          ,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501178,Suryodaya Investment & Trading Co.,ZSURYODI,SURYODAYA INVESTMENT & TRADING COMPANY LTD.,Delisted,ZP,10,NA          , ,Equity,-,-,-,-
501179,"Oscar Investments Ltd.,",OSCAR,OSCAR INVESTMENTS LTD.,Suspended,Z ,10,INE221D01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
501209,Maestros Mediline Systems Ltd.,MAESTROM,MAESTROS MEDILINE SYSTEMS LTD.-$,Delisted,XT,10,INE408E01027, ,Equity,-,-,-,-
501233,Bhagyodaya Infrastructure Development Ltd,BIDL,Bhagyodaya Infrastructure Development Ltd,Delisted,P ,10,INE876D01019, ,Equity,-,-,-,-
501242,TCI Finance Limited,TCIFINANCE,TCI FINANCE LTD.,Suspended,T ,10,INE911B01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
501254,"Sagar Investments Ltd.,",SAGARIN,SAGAR INVESTMENTS LTD.,Delisted,Z ,10,-, ,Equity,-,-,-,-
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10,INE567L01017,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
501267,Shree Rani Sati Investments & Fin.L,SHRERAN,SHREE RANI SATI INVESTMENT & FINANCE LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,Antariksh Industries Ltd,Active,XT,10,INE825M01017,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
501295,"Industrial Investment Trust Ltd.,",IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,T ,10,INE886A01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X ,10,INE620D01011,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A ,10,INE672A01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
501311,"Jayabharat Credit Ltd.,",JAYBHCR,JAYABHARAT CREDIT LTD.-$,Active,XT,10,INE998D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,Prismx Global Ventures Ltd,Active,XT,1,INE286N01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
501316,Killick Nixon Ltd,KILLICK,KILLICK NIXON LTD.-$,Delisted,XD,10,INE982A01011, ,Equity,-,-,-,-
501318,"Kirti Investments Ltd.,",KIRTIIN,KIRTI INVESTMENTS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501328,Hindustan Transmission Products Ltd,HNDTRAN,HINDUSTAN TRANSMISSION PRODUCTS LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,Active,T ,5,INE861B01023,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501351,"Rapid Investments Ltd.,",RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10,INE154M01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501355,Oriental Industrial Inv.Corpn. Ltd.,ORINTIN,ORIENTAL INDUSTRIAL INVESTMENT CORPORATION LTD.,Delisted,P ,10,-, ,Equity,-,-,-,-
501368,Gujarat Organics Ltd,GUJORGA,GUJARAT ORGANICS LTD.,Delisted,T ,10,NA          , ,Equity,-,-,-,-
501370,Walchand Peoplefirst Limited,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,XT,10,INE695D01021,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
501371,Urvi Chemicals & Allied Industries,ZURVICHM,URVI CHEMICALS & ALLIED INDUSTRIES LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501379,"Shaw Wallace & Co. Ltd.,",SHAWWALLACE,SHAW WALLACE & CO.LTD.,Delisted,B ,10,INE402A01010, ,Equity,-,-,-,-
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10,INE094R01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,W.H.BRADY & CO.LTD.,Active,X ,10,INE855A01019,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
501413,"Akash Agencies Ltd.,",AKASAGC,AKASH AGENCIES LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501415,"Alert Petrogas Ltd.,",ALERPTR,ALERT PETROGAS LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501421,TechNVision Ventures Limited,TECHNVISN,TECHNVISION VENTURES LTD.,Active,XT,10,INE314H01012,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
501423,Shaily Engineering Plastics Ltd.,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,B ,10,INE151G01010,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2,INE050A01025,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,XT,10,INE691K01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
501455,Greaves Cotton Ltd.,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2,INE224A01026,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
501458,"Mafatlal Dyes & Chemicals Ltd.,",MAFATDY,MAFATLAL DYES & CHEMICALS LTD.-$,Delisted,X ,10,INE733D01012, ,Equity,-,-,-,-
501469,Boston Education and Software Technologies ltd,BOSTON,BOSTON EDUCATION AND SOFTWARE TECHNOLOGIES LTD.,Delisted,X ,10,INE122C01010, ,Equity,-,-,-,-
501471,"Mack Trading Co. Ltd.,",MACK,MACK TRADING CO.LTD.,Delisted,XT,10,INE436D01012, ,Equity,-,-,-,-
501473,"Malabar Trading Co. Ltd.,",MALTC,MALABAR TRADING CO.LTD,Suspended,XT,10,INE438D01018,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501477,"Muller & Phipps (India) Ltd.,",MULLER,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10,INE003F01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
501479,SPRINGFORM TECHNOLOGY LIMITED,SFTL,Springform Technology Ltd,Active,Y ,10,NA          ,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
501482,"Parekh Distributors Ltd.,",PARDI,PAREKH DISTRIBUTORS LTD.,Delisted,XT,10,INE528D01016, ,Equity,-,-,-,-
501500,"United Motors India Ltd.,",UNITMOT,UNITED MOTORS INDIA LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501578,Shree Dhoot Trading & Agencies Ltd.,SHDHOOT,SHREE DHOOT TRADING & AGENCIES LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5,INE492N01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501630,Anand Projects Ltd,ANANDPROJ,Anand Projects Ltd,Active,XT,10,INE134R01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
501636,Andhra Valley Power Supply Company,ZANDHVRT,ZANDHVRT,Delisted,Z ,100,-, ,Equity,-,-,-,-
501700,India Nivesh Limited,INDIANVSH,INDIANIVESH LTD.,Active,X ,1,INE131H01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
501736,Torrent Power SEC Limited,TPSEC,TORRENT POWER SEC LTD.,Delisted,B ,10,INE054B01017, ,Equity,-,-,-,-
501756,"Thana Electric Supply Co. Ltd.,",THAES,THANA ELECTRIC SUPPLY CO.LTD.,Delisted,Z ,10,INE451E01019, ,Equity,-,-,-,-
501815,Bharat Line Limited,BHARLIN,BHARAT LINE LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
501827,Central Provinces Railways Co. Ltd.,CENTPROV,CENTRAL PROVINCES RAILWAYS CO.LTD.,Suspended,Z ,10,INE631B01038,Road Transport,Equity,Services,Services,Transport Services,Road Transport
501831,Coastal Corporation Limited,COASTCORP,COASTAL CORPORATION LTD.,Active,B ,10,INE377E01016,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,XT,10,INE490A01015,Shipping,Equity,Services,Services,Transport Services,Shipping
501848,Global Offshore Services Ltd,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,XT,10,INE446C01013,Shipping,Equity,Services,Services,Transport Services,Shipping
501874,"Mackinnon Mackenzie & Co. Ltd.,",MACKINN,MACKINNON MACKENZIE & CO.LTD.,Suspended,Y ,10,NA          ,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
501887,"Scindia Steam Navigation Co. Ltd.,",SCINDIA,SCINDIA STEAM NAVIGATION CO.LTD.,Suspended,Y ,20,NA          ,Shipping,Equity,Services,Services,Transport Services,Shipping
501945,Dhenu Buildcon Infra Limited,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Suspended,Z ,1,INE758D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
502015,ASI INDUSTRIES LIMITED,ASIIL,ASI Industries Ltd,Active,X ,1,INE443A01030,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
502038,"Mewar Marbles Ltd.,",MEWARMR,MEWAR MARBLES LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502070,"Panchmahal Cement  Ltd.,",PANCHCE,PANCHAMAHAL CEMENT LTD.,Delisted,P ,10,-, ,Equity,-,-,-,-
502076,"Dhar Cement Ltd.,",DHARCEM,DHAR CEMENT LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502088,"Janpriya Cement Ltd.,",JANPRIY,JANPRIYA CEMENT LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502090,Sagar Cements Ltd,SAGCEM,SAGAR CEMENTS LTD.-$,Active,B ,2,INE229C01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502125,Bagalkot Udyog Limited,BAGALKOT,BAGALKOT UDYOG LTD.,Suspended,Y ,10,NA          ,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502133,Hemadri Cements Limited,HEMACEM,HEMADRI CEMENTS LTD.,Active,XT,10,INE07BK01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502137,"Deccan Cements Ltd.,",DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5,INE583C01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502150,"Kalyanpur Cement Ltd.,",KLYNCEM,KALYANPUR CEMENTS LTD.,Delisted,P ,10,INE991E01022, ,Equity,-,-,-,-
502157,"Mangalam Cement Ltd.,",MANGLMCEM,MANGALAM CEMENT LTD.,Active,B ,10,INE347A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502162,"Narmada Cement Co. Ltd.,",NARMC,NARMADA CEMENT CO.LTD.,Delisted,B ,10,INE344A01014, ,Equity,-,-,-,-
502165,OCL India Ltd,OCL,OCL INDIA LTD.,Delisted,B ,2,INE290B01025, ,Equity,-,-,-,-
502168,"NCL Industries Limited,",NCLIND,NCL INDUSTRIES LTD.-$,Active,B ,10,INE732C01016,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502175,Saurashtra Cement Limited,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,X ,10,INE626A01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B ,10,INE232A01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
502187,Someshwara Cements & Chemicals Ltd.,ZSOMESCE,SOMESHWARA CEMENTS & CHEMICALS LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
502207,"Alembic Glass Industries Ltd.,",ALEMBIGL,ALEMBIC GLASS INDUSTRIES LTD.-$,Delisted,S ,100,INE274D01017, ,Equity,-,-,-,-
502216,"Bombay Potteries & Tiles Ltd.,",BOMBPOT,BOMBAY POTTERIES & TILES LTD.,Suspended,ZP,100,INE06AE01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,Borosil Renewables Ltd,Active,A ,1,INE666D01022,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial
502223,"Excel Glasses Ltd.,",XCLGLASS,EXCEL GLASSES LTD.,Suspended,Z ,1,INE664C01029,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
502241,IAG Company Ltd.,IAG,IAG COMPANY LTD.,Delisted,XT,10,INE831D01014, ,Equity,-,-,-,-
502250,LERTHAI FINANCE LIMITED,LERTHAI,Lerthai Finance Ltd,Active,XT,10,INE347D01011,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
502255,"Neycer India Ltd.,",NEYCERI,NEYCER INDIA LTD.,Suspended,XT,10,INE275N01013,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
502260,"Orissa Industries Ltd.,",ORSIND,ORISSA INDUSTRIES LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
502271,Raasi Refractories Limited.,RASSIREF,RAASI REFRACTORIES LTD.-$,Suspended,XT,10,INE858D01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
502273,"Shree Vallabh Glass Works Ltd.,",SHVALGL,SHREE VALLABH GLASS WORKS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502281,"Triveni Glass Ltd.,",TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10,INE094C01011,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
502294,Nilachal Refractories Ltd.,NILACHAL,NILACHAL REFRACTORIES LTD.,Active,X ,10,INE416N01013,Electrodes & Refractories,Equity,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
502296,Lakshmi Porceleans Limited,LAXMPOPDM,LAKSHMI PORCELEANS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,Andhra Paper Ltd,Active,B ,10,INE435A01028,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502335,"Jolly Boards Ltd.,",JOLLNEW,JOLLY BOARD LTD.,Delisted,B ,10,INE532G01011, ,Equity,-,-,-,-
502352,"Aurangabad Paper Mills Ltd.,",AURANPAP,AURANGABAD PAPER MILLS LTD.,Delisted,Z ,10,INE525C01014, ,Equity,-,-,-,-
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
502369,"Coastal Papers Ltd.,",COAPADM,COASTAL PAPERS LTD.,Delisted,Z ,10,INE531C01012, ,Equity,-,-,-,-
502374,"Ellora Paper Mills Ltd.,",ELLOPAP,ELLORA PAPER MILLS LTD.,Suspended,XT,10,INE384H01023,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502390,Jayant Paper Mills Ltd.,JYNTPPR-B,JAYANT PAPER MILLS LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
502405,Mysore Paper Mills Limited,MYSPAPE,MYSORE PAPER MILLS LTD.,Suspended,Z ,10,INE924F01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502407,"Nath Pulp & Paper Mills Ltd.,",NATHPULP,NATH PULP & PAPER MILLS LTD.,Delisted,X ,10,INE776A01025, ,Equity,-,-,-,-
502420,Orient Paper & Industries Ltd.,ORIENTPPR,ORIENT PAPER & INDUSTRIES LTD.,Active,B ,1,INE592A01026,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502445,Citadel Realty And Developers Limited,CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,Active,XT,10,INE906D01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
502448,"Rollatainters Ltd.,",ROLLT,ROLLATAINERS LTD.,Active,T ,1,INE927A01040,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,B ,2,INE630A01024,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502452,"Shree Vindhya Paper Mills Ltd.,",SHRVINDPPR,SHREE VINDHYA PAPER MILLS LTD.,Delisted,B ,10,INE210D01011, ,Equity,-,-,-,-
502455,"Sirpur Paper Mills Ltd.,",SIRPAPER,SIRPUR PAPER MILLS LTD.,Delisted,Z ,10,INE202C01010, ,Equity,-,-,-,-
502460,"Solid Containers Ltd.,",SOLIDCO,SOLID CONTAINERS LTD.,Delisted,XT,10,INE134U01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502465,"Speciality Papers Ltd.,",SPECIAPP,SPECIALITY PAPERS LTD.,Delisted,Z ,10,INE260F01011,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502473,"Relson India Ltd.,",RELSIND,RELSON INDIA LTD.,Suspended,ZY,10,NA          ,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
502512,Dhampur Sugar (Kashipur) Ltd.,DHAMSUGR,DHAMPUR SUGAR (KASHIPUR) LTD.,Suspended,XT,10,INE735A01013,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
502520,"Vidarbha Paper Mills Ltd.,",VIDHAPA,VIDARBHA PAPER MILLS LTD.,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
502550,"Shiva Paper Mills Ltd.,",SHIVAPPR,SHIVA PAPER MILLS LTD.,Delisted,Z ,10,INE186D01013, ,Equity,-,-,-,-
502563,"Shree Bhawani Paper Mills Ltd.,",SHBHAWPA,SHREE BHAWANI PAPER MILLS LTD.,Suspended,Z ,10,INE688C01010,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502577,"Pamvi Tissues Ltd.,",PAMWPAP,PAMVI TISSUES LTD.,Delisted,P ,10,NA          , ,Equity,-,-,-,-
502587,NATH INDUSTRIES LIMITED,NATHIND,Nath Industries Ltd,Active,X ,10,INE777A01023,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502589,VAPI ENTERPRISE LIMITED,VAPIENTER,Vapi Enterprise Ltd,Active,XT,10,INE464D01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
502595,Kitply Industries Ltd,KITPLY,KITPLY INDUSTRIES LTD.,Delisted,B ,10,INE147B01019, ,Equity,-,-,-,-
